date_booked,check_in,check_out,nights,room_type,booking_source,lead_time,occupancy_rate_at_booking,day_of_week,is_weekend,month,final_price
2023-11-10,2024-01-26,2024-01-27,1,Standard,direct,77,0.649803989605671,4,0,1,69.6396389167057
2023-05-18,2023-06-08,2023-06-11,3,Deluxe,airbnb,21,0.7191458691539514,3,0,6,229.86337334892653
2024-03-31,2024-06-08,2024-06-16,8,Deluxe,direct,69,0.5844352857048587,5,1,6,220.62356501024894
2024-10-31,2024-11-27,2024-12-02,5,Suite,booking.com,27,0.935679621094945,2,0,11,187.58396217793668
2024-09-27,2024-10-20,2024-10-29,9,Deluxe,direct,23,0.9401411511347366,6,1,10,153.66186076519796
2024-06-17,2024-07-28,2024-08-01,4,Standard,booking.com,41,0.7396214133809415,6,1,7,155.54461086033248
2024-08-14,2024-08-31,2024-09-01,1,Suite,expedia,17,0.5979097532658796,5,1,8,547.2184275868558
2023-08-28,2023-09-16,2023-09-23,7,Suite,expedia,19,0.9369921289162387,5,1,9,255.0071824224143
2023-06-05,2023-08-11,2023-08-18,7,Standard,booking.com,67,0.6536423955966701,4,0,8,110.93826893547812
2024-10-25,2024-11-30,2024-12-07,7,Deluxe,direct,36,0.5926385063184318,5,1,11,190.33518438604887
2024-10-28,2025-01-02,2025-01-09,7,Deluxe,direct,66,0.5098629561990936,3,0,1,186.7441374299881
2024-02-09,2024-05-01,2024-05-05,4,Deluxe,booking.com,82,0.9001645775964529,2,0,5,88.30272216374176
2024-09-09,2024-09-22,2024-09-25,3,Deluxe,booking.com,13,0.5983189275959865,6,1,9,221.10981800976356
2024-12-18,2025-02-23,2025-02-28,5,Deluxe,booking.com,67,0.5684899610560775,6,1,2,206.0868871716695
2024-06-28,2024-07-24,2024-08-01,8,Suite,direct,26,0.7634977466809829,2,0,7,361.8394879107993
2024-02-11,2024-05-03,2024-05-12,9,Deluxe,airbnb,82,0.5242222700523548,4,0,5,120.68272875436777
2024-06-07,2024-09-01,2024-09-03,2,Deluxe,booking.com,86,0.5695405349419611,6,1,9,139.7022467043553
2023-08-03,2023-10-02,2023-10-04,2,Suite,airbnb,60,0.6424462549937459,0,0,10,222.26631210364792
2024-05-16,2024-07-27,2024-08-01,5,Suite,direct,72,0.5288814500361484,5,1,7,398.28480249227096
2024-01-07,2024-03-05,2024-03-08,3,Deluxe,booking.com,58,0.7213949655212095,1,0,3,115.03203145385459
2024-10-25,2024-11-08,2024-11-13,5,Suite,direct,14,0.5969467245086552,4,0,11,306.2438333354116
2024-06-30,2024-07-13,2024-07-17,4,Standard,direct,13,0.8705970483224856,5,1,7,190.47200480071425
2023-05-04,2023-07-31,2023-08-09,9,Deluxe,airbnb,88,0.8234930630925241,0,0,7,133.18333056259047
2024-02-07,2024-03-20,2024-03-23,3,Standard,expedia,42,0.7915928236327241,2,0,3,102.48021986622373
2024-06-30,2024-09-13,2024-09-16,3,Deluxe,direct,75,0.6815985768432683,4,0,9,125.32554589509081
2024-09-07,2024-11-05,2024-11-09,4,Suite,booking.com,59,0.5609059331494403,1,0,11,230.02248999067382
2024-05-02,2024-06-04,2024-06-05,1,Standard,expedia,33,0.5309104163816036,1,0,6,189.37273324399905
2024-09-25,2024-11-06,2024-11-15,9,Deluxe,expedia,42,0.8379482120678807,2,0,11,122.29823049995488
2024-08-10,2024-08-11,2024-08-16,5,Standard,direct,1,0.560549969580461,6,1,8,257.9784362631112
2023-11-06,2023-12-27,2023-12-29,2,Deluxe,direct,51,0.8722855039119249,2,0,12,129.0018858067837
2024-12-02,2024-12-15,2024-12-18,3,Standard,airbnb,13,0.5602120982938539,6,1,12,172.100801488528
2023-09-20,2023-10-31,2023-11-05,5,Suite,booking.com,41,0.8008204112198893,1,0,10,214.28528024152945
2024-12-25,2025-01-12,2025-01-13,1,Deluxe,booking.com,18,0.8999509374392296,6,1,1,216.08384462824546
2024-01-04,2024-03-08,2024-03-15,7,Suite,direct,64,0.8298435090464205,4,0,3,195.6606374516528
2024-08-06,2024-08-22,2024-08-26,4,Suite,expedia,16,0.6214206061101509,3,0,8,437.2208017197506
2024-01-16,2024-01-23,2024-01-29,6,Deluxe,airbnb,7,0.8445316134750844,1,0,1,197.07396016189833
2023-10-30,2023-12-14,2023-12-21,7,Standard,airbnb,45,0.868770648783721,3,0,12,87.75654718404336
2023-10-24,2024-01-04,2024-01-05,1,Suite,direct,72,0.5883741263729909,3,0,1,265.07316015119363
2024-07-26,2024-09-02,2024-09-03,1,Suite,airbnb,38,0.8545758237241261,0,0,9,214.2870809124172
2024-03-05,2024-05-14,2024-05-16,2,Deluxe,booking.com,70,0.646444607927328,1,0,5,118.62400932053349
2024-08-11,2024-10-01,2024-10-03,2,Standard,expedia,51,0.7437950753503475,1,0,10,62.85314355020731
2023-09-05,2023-12-02,2023-12-04,2,Deluxe,direct,88,0.7881821371117264,5,1,12,127.98375667358044
2024-10-30,2024-11-14,2024-11-16,2,Standard,direct,15,0.9432997766886881,3,0,11,89.8315804513368
2024-07-25,2024-10-09,2024-10-15,6,Deluxe,airbnb,76,0.6583380771722744,2,0,10,136.538740148683
2023-12-29,2024-02-19,2024-02-24,5,Standard,booking.com,52,0.8574470671360976,0,0,2,86.23206313621709
2023-12-30,2024-03-06,2024-03-13,7,Suite,direct,67,0.5279891925813112,2,0,3,218.16302091120963
2023-10-23,2023-11-23,2023-11-28,5,Suite,expedia,31,0.7361224799308224,3,0,11,240.65796136846342
2024-08-27,2024-09-07,2024-09-08,1,Standard,expedia,11,0.8827366707412726,5,1,9,112.88137726567706
2023-08-08,2023-09-15,2023-09-24,9,Suite,direct,38,0.8884982489466293,4,0,9,206.36819353393565
2023-03-05,2023-03-29,2023-04-03,5,Deluxe,airbnb,24,0.5950754393775564,2,0,3,171.31808966059376
2024-05-14,2024-07-30,2024-08-03,4,Deluxe,airbnb,77,0.6739005686544656,1,0,7,151.146042352646
2023-01-06,2023-01-21,2023-01-28,7,Standard,booking.com,15,0.8616322491893118,5,1,1,125.26052793629498
2023-01-24,2023-04-02,2023-04-06,4,Deluxe,expedia,68,0.6610843841432879,6,1,4,168.4276061804128
2023-09-12,2023-10-01,2023-10-03,2,Suite,direct,19,0.5114890497574427,6,1,10,387.1498046457093
2024-07-28,2024-10-03,2024-10-07,4,Standard,booking.com,67,0.7144541428606551,3,0,10,78.66685224499194
2024-09-20,2024-11-16,2024-11-23,7,Suite,booking.com,57,0.5483085114558852,5,1,11,288.39362159469596
2023-02-17,2023-04-01,2023-04-04,3,Deluxe,booking.com,43,0.8518804393851366,5,1,4,157.19746634432062
2024-08-03,2024-09-23,2024-09-30,7,Standard,expedia,51,0.5195205096732202,0,0,9,105.8224771800861
2023-10-30,2023-11-10,2023-11-12,2,Deluxe,direct,11,0.797956114991747,4,0,11,153.12238713105043
2024-06-18,2024-07-02,2024-07-06,4,Standard,expedia,14,0.6285389333458522,1,0,7,168.7104999400334
2023-12-02,2024-02-27,2024-03-06,8,Deluxe,expedia,87,0.6014448864992616,1,0,2,150.67132158622564
2024-02-05,2024-03-12,2024-03-20,8,Deluxe,booking.com,36,0.6918819452379834,1,0,3,140.0769805948818
2023-05-31,2023-06-05,2023-06-13,8,Suite,booking.com,5,0.5367371675936057,0,0,6,483.05961989721106
2023-01-24,2023-02-02,2023-02-04,2,Deluxe,expedia,9,0.916148260086394,3,0,2,174.5663853137121
2024-03-20,2024-06-14,2024-06-21,7,Standard,airbnb,86,0.5827721915528704,4,0,6,122.34885598900871
2024-01-14,2024-04-07,2024-04-12,5,Suite,airbnb,84,0.6286312411339754,6,1,4,209.76033072569584
2023-08-27,2023-09-23,2023-09-28,5,Standard,expedia,27,0.6950804912408184,5,1,9,117.30573533337292
2024-03-27,2024-05-01,2024-05-02,1,Deluxe,direct,35,0.7150997935592541,2,0,5,145.74702120412326
2023-01-27,2023-03-08,2023-03-17,9,Standard,airbnb,40,0.5843578843188023,2,0,3,121.8386405734899
2023-07-22,2023-10-13,2023-10-20,7,Deluxe,expedia,83,0.8846160029841164,4,0,10,92.71147742795023
2024-09-04,2024-10-13,2024-10-19,6,Suite,booking.com,39,0.8177929756671951,6,1,10,257.03665605026805
2023-01-28,2023-04-04,2023-04-13,9,Suite,booking.com,66,0.7796587068287408,1,0,4,176.46316391672715
2024-04-03,2024-06-24,2024-06-27,3,Suite,direct,82,0.6936521636458006,0,0,6,258.45425369825534
2023-07-01,2023-08-10,2023-08-11,1,Deluxe,direct,40,0.8975347873634756,3,0,8,183.70108099695722
2024-06-08,2024-06-15,2024-06-22,7,Deluxe,direct,7,0.8661505198215218,5,1,6,262.79744907426664
2024-05-17,2024-06-04,2024-06-11,7,Deluxe,airbnb,18,0.5644134914526098,1,0,6,265.3794178785246
2023-03-08,2023-04-16,2023-04-21,5,Deluxe,direct,39,0.7702369654809487,6,1,4,139.79060337033246
2024-09-17,2024-11-05,2024-11-11,6,Standard,airbnb,49,0.5553821736187472,1,0,11,107.74140755032208
2024-12-17,2025-02-24,2025-03-03,7,Suite,airbnb,69,0.6562162710813538,0,0,2,220.30649465866847
2023-01-05,2023-01-06,2023-01-11,5,Standard,booking.com,1,0.9209210282907103,4,0,1,117.43734581315341
2024-09-05,2024-10-13,2024-10-18,5,Standard,expedia,38,0.7260300837956464,6,1,10,123.39281423180245
2024-04-30,2024-05-16,2024-05-25,9,Deluxe,booking.com,16,0.8730098065215515,3,0,5,133.84867216681673
2023-05-29,2023-08-02,2023-08-05,3,Suite,airbnb,65,0.5011381577280004,2,0,8,342.39054294155204
2023-07-29,2023-10-15,2023-10-19,4,Deluxe,direct,78,0.941052996888569,6,1,10,104.14238580569463
2023-05-17,2023-07-01,2023-07-06,5,Standard,booking.com,45,0.9078007656793602,5,1,7,127.91887803891234
2023-01-12,2023-02-22,2023-02-27,5,Deluxe,direct,41,0.7076206837815228,2,0,2,186.38413124472106
2023-09-22,2023-10-29,2023-11-01,3,Deluxe,airbnb,37,0.9203669795307565,6,1,10,136.98305026466866
2024-09-07,2024-11-18,2024-11-23,5,Standard,expedia,72,0.8619937182966378,0,0,11,63.93434500436458
2023-06-25,2023-07-05,2023-07-13,8,Deluxe,booking.com,10,0.5642730133638544,2,0,7,287.1783933616257
2023-12-29,2024-01-05,2024-01-12,7,Standard,airbnb,7,0.8866321710351482,4,0,1,120.19979161237916
2023-06-30,2023-09-17,2023-09-23,6,Suite,airbnb,79,0.8830499263941726,6,1,9,198.22887547302724
2023-09-08,2023-09-14,2023-09-18,4,Deluxe,booking.com,6,0.8249985451514459,3,0,9,143.0775316841405
2023-03-30,2023-05-20,2023-05-22,2,Standard,direct,51,0.7622085849546254,5,1,5,93.16552434803297
2023-04-11,2023-06-13,2023-06-18,5,Suite,expedia,63,0.9472287349609458,1,0,6,234.06633060553872
2023-10-12,2023-10-21,2023-10-27,6,Standard,expedia,9,0.5198782831917049,5,1,10,159.9442277498187
2024-05-21,2024-08-16,2024-08-19,3,Suite,expedia,87,0.8683607909546482,4,0,8,226.5499895687328
2024-11-03,2024-11-16,2024-11-18,2,Suite,expedia,13,0.8936926600494183,5,1,11,282.68553453830333
2023-03-05,2023-05-15,2023-05-19,4,Standard,airbnb,71,0.5233656903499069,0,0,5,100.52988291565927
2024-09-15,2024-11-14,2024-11-16,2,Deluxe,expedia,60,0.7564994833794274,3,0,11,115.37263694302465
2023-07-01,2023-07-04,2023-07-13,9,Deluxe,expedia,3,0.5827964633189302,1,0,7,307.2896764392471
2023-08-06,2023-10-05,2023-10-11,6,Deluxe,booking.com,60,0.9329294257542899,3,0,10,104.64953899148433
2024-09-18,2024-10-21,2024-10-29,8,Standard,airbnb,33,0.6275047128854985,0,0,10,114.9153267346466
2023-12-30,2024-01-10,2024-01-14,4,Standard,direct,11,0.6713257860115375,2,0,1,121.8501780310734
2023-09-03,2023-11-29,2023-12-04,5,Suite,airbnb,87,0.9146257446062469,2,0,11,138.76845156854984
2024-07-31,2024-09-16,2024-09-22,6,Suite,direct,47,0.5194659803248891,0,0,9,265.71568114240216
2023-02-24,2023-04-26,2023-04-30,4,Standard,airbnb,61,0.6484062074275313,2,0,4,96.32277793590212
2023-12-10,2024-02-03,2024-02-09,6,Deluxe,airbnb,55,0.6689861872930858,5,1,2,205.76185544227945
2024-12-20,2025-01-17,2025-01-19,2,Standard,booking.com,28,0.9426057125888134,4,0,1,102.59179488194668
2023-04-17,2023-04-29,2023-05-06,7,Deluxe,airbnb,12,0.5756508242893071,5,1,4,203.9462437534654
2024-11-14,2024-11-17,2024-11-20,3,Standard,airbnb,3,0.5805287113199438,6,1,11,162.36919525582587
2024-12-15,2025-02-23,2025-03-01,6,Suite,expedia,70,0.5380239899167854,6,1,2,340.47185863272256
2023-04-24,2023-07-12,2023-07-16,4,Deluxe,booking.com,79,0.678994719882537,2,0,7,179.5392663766644
2023-05-08,2023-05-23,2023-05-27,4,Deluxe,expedia,15,0.684805869251014,1,0,5,159.83034856232
2023-02-05,2023-04-10,2023-04-17,7,Standard,expedia,64,0.5323649285259462,0,0,4,101.75888802970208
2023-12-18,2024-01-05,2024-01-06,1,Deluxe,direct,18,0.8778889988351999,4,0,1,171.3324950997582
2023-07-07,2023-07-20,2023-07-26,6,Deluxe,expedia,13,0.9220817845283267,3,0,7,195.60265820675775
2023-09-18,2023-10-14,2023-10-21,7,Deluxe,expedia,26,0.6133536448145338,5,1,10,206.98871431865496
2024-02-14,2024-03-15,2024-03-22,7,Deluxe,booking.com,30,0.5011919185292553,4,0,3,186.38296486041685
2024-02-17,2024-05-02,2024-05-08,6,Suite,booking.com,75,0.5249226376996871,3,0,5,201.70183145486743
2024-05-19,2024-08-09,2024-08-12,3,Deluxe,direct,82,0.7179431524752622,4,0,8,170.24761647513938
2024-03-16,2024-04-27,2024-05-02,5,Deluxe,expedia,42,0.6972761857620713,5,1,4,166.02628784011355
2024-04-10,2024-05-13,2024-05-21,8,Standard,expedia,33,0.7052125322624065,0,0,5,88.0885640505918
2024-04-19,2024-06-02,2024-06-08,6,Suite,airbnb,44,0.7118111335626626,6,1,6,424.327353600971
2024-12-14,2025-03-07,2025-03-11,4,Standard,direct,83,0.7609779117061903,4,0,3,72.67748407112062
2023-06-13,2023-07-01,2023-07-07,6,Deluxe,booking.com,18,0.9198406260943024,5,1,7,250.77320023019814
2023-05-10,2023-06-03,2023-06-11,8,Deluxe,expedia,24,0.5690696847245208,5,1,6,311.7877576647816
2023-10-11,2024-01-05,2024-01-12,7,Suite,airbnb,86,0.5162982224528978,4,0,1,220.58177318301153
2023-10-12,2023-10-17,2023-10-25,8,Deluxe,booking.com,5,0.6630316449954394,1,0,10,175.81287217487414
2023-09-21,2023-10-11,2023-10-20,9,Standard,airbnb,20,0.8590464937172144,2,0,10,97.35505704492894
2024-06-15,2024-07-01,2024-07-03,2,Deluxe,booking.com,16,0.6803936836736612,0,0,7,237.427640687721
2024-10-29,2025-01-26,2025-01-29,3,Standard,expedia,89,0.7050680229319705,6,1,1,85.61600877187078
2024-10-19,2024-12-18,2024-12-23,5,Suite,airbnb,60,0.7321455623150881,2,0,12,267.14082830274964
2023-10-22,2023-11-09,2023-11-14,5,Standard,direct,18,0.8980656047119704,3,0,11,102.77331360675387
2023-03-11,2023-05-25,2023-06-02,8,Deluxe,expedia,75,0.7017824152213561,3,0,5,115.39190001300535
2024-11-11,2024-11-20,2024-11-28,8,Standard,direct,9,0.7998654788052109,2,0,11,103.40154072530906
2023-02-05,2023-02-26,2023-02-28,2,Standard,airbnb,21,0.5993920238589897,6,1,2,170.77559573798345
2024-12-26,2025-01-02,2025-01-11,9,Suite,direct,7,0.5958222431542957,3,0,1,364.17402816911203
2023-07-06,2023-09-10,2023-09-16,6,Suite,booking.com,66,0.8282046738456807,6,1,9,225.49498430559112
2024-12-04,2024-12-19,2024-12-21,2,Deluxe,direct,15,0.5996774829331042,3,0,12,215.90154347988894
2023-03-09,2023-03-30,2023-04-04,5,Suite,booking.com,21,0.7660878957339894,3,0,3,258.73368512901305
2023-10-01,2023-12-23,2023-12-26,3,Suite,booking.com,83,0.7301809654197273,5,1,12,239.63723548391138
2023-09-09,2023-12-01,2023-12-02,1,Suite,direct,83,0.7708593789607487,4,0,12,206.98930524949566
2023-02-24,2023-04-17,2023-04-24,7,Deluxe,airbnb,52,0.9353822337028512,0,0,4,103.16690295622904
2024-04-23,2024-05-24,2024-06-01,8,Deluxe,expedia,31,0.948826638470565,4,0,5,125.78181056830219
2024-09-21,2024-11-05,2024-11-12,7,Suite,airbnb,45,0.8102239955865133,1,0,11,207.88422945892228
2023-04-30,2023-06-30,2023-07-07,7,Deluxe,expedia,61,0.9444431313358579,4,0,6,154.03451695331324
2024-06-04,2024-06-22,2024-06-25,3,Standard,direct,18,0.8549651263245435,5,1,6,188.93116316369176
2024-01-21,2024-01-24,2024-01-31,7,Deluxe,airbnb,3,0.6684729954075835,2,0,1,207.64065434863184
2024-02-23,2024-05-07,2024-05-14,7,Suite,booking.com,74,0.838726442667477,1,0,5,166.9939869671431
2024-10-09,2024-11-14,2024-11-17,3,Suite,booking.com,36,0.8777393251493835,3,0,11,211.053805685877
2024-04-12,2024-05-18,2024-05-20,2,Suite,expedia,36,0.8133087112403322,5,1,5,259.9289972939389
2024-02-17,2024-04-04,2024-04-13,9,Suite,airbnb,47,0.922566650212707,3,0,4,195.01226365842362
2024-11-22,2024-11-28,2024-12-03,5,Suite,expedia,6,0.8263921011461199,3,0,11,251.766509229098
2024-07-10,2024-08-21,2024-08-23,2,Deluxe,expedia,42,0.9031894361986066,2,0,8,180.54266022004342
2023-01-06,2023-02-05,2023-02-08,3,Suite,expedia,30,0.8298808693177019,6,1,2,334.1770649687228
2024-10-09,2024-12-10,2024-12-12,2,Standard,expedia,62,0.5871112252821022,1,0,12,98.0984762848673
2023-07-08,2023-08-29,2023-08-30,1,Suite,airbnb,52,0.692498792093799,1,0,8,319.61636067462877
2024-04-01,2024-04-27,2024-05-01,4,Deluxe,airbnb,26,0.6183196704112041,5,1,4,190.9637401579669
2024-07-31,2024-09-14,2024-09-17,3,Suite,direct,45,0.7969104291870239,5,1,9,259.38441048706466
2024-11-22,2025-02-02,2025-02-10,8,Deluxe,airbnb,72,0.7719702503852662,6,1,2,150.89119295572291
2024-03-30,2024-04-07,2024-04-15,8,Standard,booking.com,8,0.8915873908394965,6,1,4,105.23403122354556
2023-01-18,2023-03-19,2023-03-27,8,Suite,booking.com,60,0.8865379155764208,6,1,3,209.8269337136397
2023-08-31,2023-09-15,2023-09-23,8,Suite,direct,15,0.7092794442235806,4,0,9,258.9903412746825
2024-10-15,2024-11-18,2024-11-26,8,Suite,airbnb,34,0.5901129389203323,0,0,11,279.801748331783
2023-03-25,2023-06-15,2023-06-21,6,Suite,expedia,82,0.8144003285343007,3,0,6,234.06534944016593
2023-08-01,2023-08-25,2023-08-29,4,Suite,direct,24,0.8851722083286861,4,0,8,345.71398110704683
2023-12-02,2024-02-08,2024-02-16,8,Suite,airbnb,68,0.5019464881422926,3,0,2,286.0617883310021
2023-09-10,2023-10-10,2023-10-15,5,Standard,airbnb,30,0.8759166128141402,1,0,10,89.8829870156312
2023-02-03,2023-04-13,2023-04-15,2,Suite,expedia,69,0.9200469435901302,3,0,4,153.5537702469512
2023-07-17,2023-08-15,2023-08-20,5,Deluxe,expedia,29,0.7666826439407438,1,0,8,209.00207321379867
2023-01-24,2023-04-19,2023-04-27,8,Deluxe,direct,85,0.5902174127114483,2,0,4,113.97182610836282
2024-07-23,2024-09-12,2024-09-15,3,Suite,booking.com,51,0.8530618039842977,3,0,9,208.60374482228679
2023-04-28,2023-07-09,2023-07-15,6,Standard,booking.com,72,0.7832816127539957,6,1,7,122.40463027756685
2024-11-30,2024-12-08,2024-12-12,4,Suite,direct,8,0.8278552998320066,6,1,12,367.0011070911046
2024-12-26,2025-01-30,2025-02-05,6,Standard,booking.com,35,0.809110377966231,3,0,1,121.72640909532385
2024-09-11,2024-09-14,2024-09-21,7,Suite,expedia,3,0.87864889026868,5,1,9,304.81067688237994
2023-01-05,2023-03-03,2023-03-08,5,Suite,expedia,57,0.6143652250996323,4,0,3,228.87262000809736
2023-02-10,2023-03-19,2023-03-24,5,Suite,direct,37,0.9403390448700182,6,1,3,223.44305971854203
2024-05-10,2024-05-18,2024-05-24,6,Suite,airbnb,8,0.5418318796715854,5,1,5,379.132563167441
2024-08-26,2024-09-22,2024-09-25,3,Standard,airbnb,27,0.8375581883223994,6,1,9,119.84679248732618
2023-09-07,2023-11-05,2023-11-13,8,Suite,booking.com,59,0.5441267473717684,6,1,11,281.9388522408589
2023-06-25,2023-07-25,2023-07-30,5,Deluxe,airbnb,30,0.6796835214182351,1,0,7,220.069553295128
2023-11-13,2023-12-13,2023-12-21,8,Deluxe,airbnb,30,0.5561677002140627,2,0,12,187.06049303961788
2024-04-14,2024-06-26,2024-06-30,4,Deluxe,airbnb,73,0.6024418888182266,2,0,6,205.90089158984114
2023-04-29,2023-05-31,2023-06-03,3,Deluxe,booking.com,32,0.5256330935265171,2,0,5,160.4677332280296
2024-10-08,2024-12-17,2024-12-24,7,Suite,expedia,70,0.8704731188413412,1,0,12,205.10370429337067
2024-03-04,2024-04-20,2024-04-23,3,Deluxe,direct,47,0.7259412513750484,5,1,4,166.08520922517826
2024-01-10,2024-03-29,2024-04-06,8,Suite,expedia,79,0.6848334121956596,4,0,3,194.89005871190113
2023-05-21,2023-06-21,2023-06-25,4,Standard,direct,31,0.772097631792418,2,0,6,143.72386512569247
2024-03-03,2024-05-23,2024-06-01,9,Standard,expedia,81,0.6574756027673743,3,0,5,72.40481637156115
2024-06-02,2024-08-07,2024-08-13,6,Deluxe,airbnb,66,0.5081822211428588,2,0,8,226.7472999846001
2024-06-26,2024-07-18,2024-07-21,3,Deluxe,booking.com,22,0.594555885817212,3,0,7,289.1329613210882
2024-04-14,2024-05-30,2024-06-02,3,Suite,airbnb,46,0.5157918795057497,3,0,5,285.0145383794593
2023-04-06,2023-06-26,2023-06-28,2,Standard,expedia,81,0.8890076241935094,0,0,6,93.65623320223838
2024-06-27,2024-07-13,2024-07-21,8,Deluxe,direct,16,0.7518618657424894,5,1,7,301.15051833207195
2024-02-25,2024-04-05,2024-04-12,7,Suite,airbnb,40,0.9380826599897726,4,0,4,180.0860179647703
2023-08-23,2023-08-29,2023-09-01,3,Suite,airbnb,6,0.7631062030412498,1,0,8,412.37157471124647
2023-02-17,2023-03-31,2023-04-08,8,Deluxe,booking.com,42,0.919815119983675,4,0,3,111.42332949311131
2024-03-24,2024-05-22,2024-05-29,7,Deluxe,booking.com,59,0.6762545237942206,2,0,5,141.3939310831801
2023-11-21,2024-01-23,2024-01-24,1,Suite,direct,63,0.6048119769413235,1,0,1,264.6633122659981
2023-04-29,2023-07-25,2023-07-27,2,Suite,booking.com,87,0.5203751708958304,1,0,7,290.19661672166893
2023-04-29,2023-07-23,2023-07-28,5,Deluxe,booking.com,85,0.6081322111803745,6,1,7,202.3177501103179
2023-04-10,2023-06-06,2023-06-12,6,Standard,airbnb,57,0.6337738757438742,1,0,6,146.5116292032194
2024-06-05,2024-08-31,2024-09-02,2,Standard,expedia,87,0.7971516526355011,5,1,8,103.18261122606927
2024-03-13,2024-04-03,2024-04-12,9,Standard,airbnb,21,0.8182105108427379,2,0,4,90.92472851596574
2023-02-05,2023-04-11,2023-04-15,4,Suite,direct,65,0.7965411325849764,1,0,4,184.27463831764877
2023-10-20,2023-11-21,2023-11-25,4,Deluxe,airbnb,32,0.8383316773346869,1,0,11,135.351494061868
2023-09-15,2023-11-25,2023-12-01,6,Deluxe,direct,71,0.7340546187140712,5,1,11,126.20283904008917
2023-03-03,2023-04-20,2023-04-23,3,Deluxe,airbnb,48,0.5602875693836995,3,0,4,165.14580158143903
2024-02-15,2024-03-05,2024-03-14,9,Standard,booking.com,19,0.7161644514110559,1,0,3,110.34486569346903
2023-01-15,2023-04-01,2023-04-06,5,Suite,direct,76,0.8875611782587529,5,1,4,169.57925600363268
2024-12-07,2025-02-03,2025-02-04,1,Deluxe,booking.com,58,0.746674812121676,0,0,2,154.16727111040177
2023-04-08,2023-04-18,2023-04-26,8,Standard,airbnb,10,0.6088947265013929,1,0,4,123.37436294273276
2024-12-22,2024-12-23,2024-12-24,1,Standard,airbnb,1,0.5854964522217442,0,0,12,156.63715374807813
2024-08-01,2024-10-14,2024-10-23,9,Deluxe,airbnb,74,0.5259049064870862,0,0,10,125.57313136350935
2023-03-11,2023-06-06,2023-06-09,3,Deluxe,booking.com,87,0.7821721820064482,1,0,6,150.1651837244105
2023-08-14,2023-11-08,2023-11-17,9,Standard,direct,86,0.7695983952417865,2,0,11,57.03382812433404
2023-12-14,2024-03-05,2024-03-08,3,Standard,airbnb,82,0.8924755563147395,1,0,3,67.06705772052347
2023-06-25,2023-08-30,2023-09-02,3,Suite,booking.com,66,0.6391745719575651,2,0,8,306.04336113301866
2024-07-26,2024-08-10,2024-08-13,3,Standard,direct,15,0.7207026438582489,5,1,8,201.13956720867645
2023-03-12,2023-06-06,2023-06-13,7,Deluxe,airbnb,86,0.7645784973742056,1,0,6,152.2473242776217
2024-07-30,2024-10-05,2024-10-13,8,Standard,expedia,67,0.8583028045188703,5,1,10,83.95111386155075
2023-06-23,2023-08-24,2023-08-29,5,Standard,direct,62,0.8360834376782917,3,0,8,133.7403056102043
2023-07-21,2023-08-15,2023-08-18,3,Deluxe,expedia,25,0.8088758554278617,1,0,8,219.43044671422507
2024-06-18,2024-08-22,2024-08-26,4,Suite,expedia,65,0.6697730774614661,3,0,8,321.403146746591
2023-12-07,2024-02-23,2024-03-03,9,Suite,booking.com,78,0.7525534220744676,4,0,2,216.01283922298728
2024-10-23,2024-10-29,2024-11-03,5,Standard,expedia,6,0.6062578646913203,1,0,10,129.19421634405953
2023-11-15,2024-01-14,2024-01-21,7,Deluxe,airbnb,60,0.5729362017989262,6,1,1,182.8608024338344
2023-04-15,2023-06-29,2023-07-07,8,Standard,airbnb,75,0.8725242034279512,3,0,6,97.57133605650343
2024-02-24,2024-04-06,2024-04-10,4,Suite,expedia,42,0.6540278086699287,5,1,4,295.8976917032426
2024-08-31,2024-09-13,2024-09-14,1,Suite,direct,13,0.9078226838620328,4,0,9,235.27954390024735
2023-01-26,2023-02-15,2023-02-18,3,Suite,booking.com,20,0.9418175649548823,2,0,2,265.11636066785405
2024-05-03,2024-05-29,2024-06-05,7,Suite,direct,26,0.8433470261943439,2,0,5,240.34649551344123
2023-06-11,2023-08-09,2023-08-11,2,Suite,direct,59,0.7403124501466605,2,0,8,304.328338772686
2024-11-22,2025-01-02,2025-01-09,7,Standard,airbnb,41,0.8638546016635686,3,0,1,93.30750322454942
2024-09-09,2024-09-11,2024-09-16,5,Standard,expedia,2,0.5623119529403728,2,0,9,129.56723590749732
2024-06-20,2024-09-15,2024-09-23,8,Suite,airbnb,87,0.7528028513917782,6,1,9,201.32224847514274
2024-01-28,2024-04-09,2024-04-13,4,Suite,airbnb,72,0.5677488812192177,1,0,4,207.79265271190476
2024-05-30,2024-06-08,2024-06-15,7,Suite,airbnb,9,0.8996695064402236,5,1,6,434.2191467947018
2024-01-15,2024-02-23,2024-02-26,3,Suite,expedia,39,0.5587369696888913,4,0,2,322.26521491940593
2023-02-11,2023-03-08,2023-03-13,5,Standard,direct,25,0.6972190697280998,2,0,3,106.78197356773381
2024-05-31,2024-06-03,2024-06-05,2,Deluxe,airbnb,3,0.7264380713243609,0,0,6,249.2201864291003
2024-12-07,2025-02-25,2025-03-03,6,Deluxe,booking.com,80,0.5177716197919441,1,0,2,158.82155357133743
2024-07-15,2024-09-24,2024-09-28,4,Suite,booking.com,71,0.5164417946889373,1,0,9,232.40481333232776
2024-08-15,2024-08-24,2024-08-31,7,Deluxe,direct,9,0.6566005263132537,5,1,8,330.778860917499
